id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,star_name,constellation
61008,61199.0,109026.0,4773.0,,Gam Mus,,12.541134,-72.132988,99.6016,-50.59,-5.16,3.0,3.84,-1.151,B5V,-0.157,-30.252522,-4.314584,-94.79796,-2.03e-06,2.438e-05,-3.68e-06,3.2832611289116413,-1.2589581458933687,-2.45267241e-07,-2.5016385e-08,Gam,,Mus,1,61008,,251.420103015902,Gam,3.85,3.83,,Fly
61088,61281.0,109387.0,4787.0,,5Kap Dra,,12.558058,69.788238,150.3759,-58.14,11.42,-11.0,3.85,-2.036,B6IIIp,-0.116,-51.400013,-7.563147,141.115978,5.4e-06,4.363e-05,-7.68e-06,3.2876918766316034,1.2180345244500674,-2.818706739e-07,5.5365722e-08,Kap,5.0,Dra,1,61088,,568.0675741067723,Kap,3.859,3.829,,Dragon
61124,61317.0,109358.0,4785.0,Gl 475,8Bet CVn,Chara,12.562411,41.35748,8.4395,-705.06,292.93,6.6,4.24,4.608,G0V,0.588,-6.266213,-0.929293,5.576481,-1.41e-06,2.895e-05,1.346e-05,3.288831623510809,0.7218241914412475,-3.4182273361e-06,1.420164714e-06,Bet,8.0,CVn,1,61124,,1.2496833972112191,,,,Chara,Hunting Dogs
61166,61359.0,109379.0,4786.0,,9Bet Crv,Kraz,12.573121,-23.396759,44.6628,0.86,-56.0,-8.0,2.65,-0.6,G5II,0.893,-40.529889,-6.127261,-17.73539,1.221e-05,1.66e-06,-7.88e-06,3.2916353004822296,-0.4083504805870337,4.1693977e-09,-2.71495661e-07,Bet,9.0,Crv,1,61166,,151.3561248436207,,,,Kraz,Crow
61392,61585.0,109668.0,4798.0,,Alp Mus,,12.619739,-69.135564,96.7118,-39.87,-12.44,13.0,2.69,-2.237,B2IV-V,-0.176,-33.992375,-5.563974,-90.370102,-2.31e-06,1.856e-05,-1.45e-05,3.3038399426668734,-1.2066432167196837,-1.932952144e-07,-6.0310821e-08,Alp,,Mus,1,61392,,683.5967668381046,Alp,2.7,2.69,,Fly
61739,61932.0,110304.0,4819.0,,Gam Cen,,12.691971,-48.959888,39.9042,-187.28,-1.2,-6.0,2.2,-0.805,A1IV,-0.023,-25.771821,-4.720403,-30.097707,-2.39e-06,3.639e-05,4.48e-06,3.3227502423582167,-0.854511252905435,-9.079590609e-07,-5.817764e-09,Gam,,Cen,1,61739,,182.81002161427423,,,,,Centaur
61748,61941.0,110379.0,4825.0,Gl 482A,29Gam Vir,Porrima,12.694345,-1.449375,11.685,-616.66,60.66,-19.9,2.74,2.402,F0V+...,0.368,-11.488622,-2.111702,-0.295552,1.361e-05,3.802e-05,3.95e-06,3.323371773544628,-0.0252963627301925,-2.9896520425e-06,2.94087978e-07,Gam,29.0,Vir,1,61748,Gl 482,9.532350439205146,,,,Porrima,Maiden
62127,62322.0,110879.0,4844.0,,Bet Mus,,12.771346,-68.108119,104.712,-40.4,-10.32,42.0,3.04,-2.06,B2V,-0.178,-38.249334,-7.83061,-97.161472,-1.504e-05,1.785e-05,-4.181e-05,3.34353059218364,-1.1887109247867462,-1.958647269e-07,-5.0032771e-08,Bet,,Mus,1,62127,,580.7644175213123,,,,,Fly
62239,62434.0,111123.0,4853.0,,Bet Cru,Mimosa,12.795359,-59.688764,85.3971,-48.24,-12.82,16.0,1.25,-3.407,B0.5III,-0.238,-42.168771,-8.909619,-73.723149,-7.73e-06,1.878e-05,-1.681e-05,3.349817026601454,-1.0417654498397388,-2.338741195e-07,-6.2153113e-08,Bet,,Cru,1,62239,,2008.1678041839857,Bet,1.267,1.237,Mimosa,Southern Cross
62757,62956.0,112185.0,4905.0,,77Eps UMa,Alioth,12.900472,55.959821,25.31,111.74,-8.99,-9.0,1.76,-0.256,A0p,-0.022,-13.775959,-3.309169,20.972944,7.32e-06,-1.234e-05,-8.24e-06,3.377335590144558,0.9766831266334464,5.417308067e-07,-4.3584749e-08,Eps,77.0,UMa,1,62757,,110.2554332102224,Eps,1.776,1.746,Alioth,Great Bear
62890,63090.0,112300.0,4910.0,,43Del Vir,Minelauva,12.926725,3.39747,60.8273,-471.44,-52.81,-18.0,3.39,-0.53,M3III,1.571,-58.94191,-14.587593,3.604756,-1.646e-05,0.00013914,-1.664e-05,3.384208560950863,0.05929704173659,-2.2856056156e-06,-2.56030104e-07,Del,43.0,Vir,1,62890,,141.90575216890926,,,,Minelauva,Maiden
62925,63125.0,112413.0,4915.0,,12Alp2CVn,Cor Caroli,12.933807,38.31838,35.1989,-233.43,54.98,-3.0,2.89,0.157,A0spe...,-0.115,-26.795114,-6.684223,21.824384,-1.66e-06,4.064e-05,5.46e-06,3.386062717619973,0.6687818903174088,-1.1317005745e-06,2.66550561e-07,Alp-2,12.0,CVn,1,62925,,75.37025766884257,Alp-2,2.943,2.863,Cor Caroli,Hunting Dogs
63405,63608.0,113226.0,4932.0,,47Eps Vir,Vindemiatrix,13.036278,10.95915,33.6022,-275.05,19.96,-14.0,2.85,0.218,G8IIIvar,0.934,-31.782664,-8.840495,6.38806,2.13e-06,4.71e-05,4.7e-07,3.412889543049752,0.1912732567270875,-1.3334800284e-06,9.676881e-08,Eps,47.0,Vir,1,63405,,71.25248247522671,,,,Vindemiatrix,Maiden
63963,64166.0,114149.0,4958.0,,45Psi Hya,,13.150909,-23.11807,70.9723,-19.97,-39.9,-19.0,4.94,0.685,K0III,1.048,-62.332323,-19.370955,-27.865588,2.017e-05,1.346e-05,-5e-06,3.442899842848695,-0.4034864326057575,-9.6817292e-08,-1.93440658e-07,Psi,45.0,Hya,1,63963,,46.34469197362877,,,,,Water Snake
64037,64241.0,114378.0,4968.0,Gl 501A,42Alp Com,Diadem,13.166469,17.529431,17.8253,-445.95,129.69,-11.6,4.32,3.065,F5V,0.455,-16.211012,-5.110375,5.368871,2.42e-06,4.117e-05,7.11e-06,3.446973582267176,0.3059462936050425,-2.1620266084e-06,6.28754862e-07,Alp,42.0,Com,1,64037,Gl 501,5.176068319505676,,,,Diadem,Bernice's Hair
64189,64394.0,114710.0,4983.0,Gl 502,43Bet Com,,13.197904,27.878183,9.1291,-801.94,882.7,5.1,4.23,4.428,G0V,0.572,-7.676072,-2.489414,4.268726,2.04e-06,3.797e-05,3.697e-05,3.4552032157452386,0.4865660841906324,-3.8879148298e-06,4.279450358e-06,Bet,43.0,Com,1,64189,,1.4750271017597587,,,,,Bernice's Hair
64758,64962.0,115659.0,5020.0,,46Gam Hya,,13.315359,-23.171512,41.0341,68.41,-41.09,-5.0,2.99,-0.076,G8III,0.92,-35.509172,-12.735386,-16.146279,1.205e-05,-1.014e-05,-5.5e-06,3.48595289403409,-0.4044191820869837,3.316610389e-07,-1.99209941e-07,Gam,46.0,Hya,1,64758,,93.41142557364785,,,,,Water Snake
64904,65109.0,115892.0,5028.0,Gl 508.1,Iot Cen,Kulou,13.343296,-36.712295,18.0213,-340.76,-87.98,0.1,2.75,1.471,A2V,0.068,-13.562569,-4.976416,-10.773082,-6.02e-06,2.95e-05,-6.22e-06,3.4932668045528934,-0.640750421216915,-1.6520510979e-06,-4.26539076e-07,Iot,,Cen,1,64904,,22.46984103640156,,,,,Centaur
65173,65378.0,116656.0,5054.0,GJ 3783A,79Zet UMa,Mizar,13.398747,54.925362,26.3089,121.23,-22.01,-5.6,2.23,0.129,A2V,0.057,-14.115808,-5.413302,21.531272,6.46e-06,-1.408e-05,-6.3e-06,3.507783854721718,0.9586284043094538,5.877396249e-07,-1.06707491e-07,Zet,79.0,UMa,1,65173,GJ 3783,77.33925780489973,,2.336,2.196,Mizar,Great Bear
65269,65474.0,116658.0,5056.0,,67Alp Vir,Spica,13.419883,-11.161322,76.5697,-42.5,-31.73,1.0,0.98,-3.44,B1V,-0.235,-69.990853,-27.285826,-14.82176,-4.54e-06,1.516e-05,-1.175e-05,3.5133172180991257,-0.194801818024575,-2.060458142e-07,-1.5383138e-07,Alp,67.0,Vir,1,65269,,2070.1413487910413,Alp,1.001,0.961,Spica,Maiden
65729,65936.0,117440.0,5089.0,,,,13.517405,-39.407307,277.7778,-15.65,-11.25,-2.0,3.9,-3.318,G8II/III,1.186,-197.912019,-83.036359,-176.341407,2.17e-06,2.377e-05,-1.041e-05,3.538848444108266,-0.6877872582384663,-7.5873341e-08,-5.4541539e-08,,,Cen,1,65729,,1850.1204347718583,,,,,Centaur
66040,66249.0,118098.0,5107.0,GJ 3792,79Zet Vir,Heze,13.57822,-0.59582,22.7118,-278.89,48.56,-13.2,3.38,1.599,A3V,0.114,-20.799365,-9.118725,-0.236175,-2e-08,3.352e-05,5.49e-06,3.5547696811523557,-0.0103990230266737,-1.3520968737e-06,2.35425523e-07,Zet,79.0,Vir,1,66040,,19.971008660281843,,,,Heze,Maiden
66447,66657.0,118716.0,5132.0,,Eps Cen,,13.664796,-53.466394,131.0616,-14.6,-12.79,3.0,2.29,-3.297,B1III,-0.171,-70.726493,-32.9381,-105.309044,3.5e-07,1.039e-05,-7.3e-06,3.577435118650523,-0.9331646085671038,-7.07827974e-08,-6.2007669e-08,Eps,,Cen,1,66447,,1814.67977939693,Eps,2.301,2.281,,Centaur
67088,67301.0,120315.0,5191.0,,85Eta UMa,Alkaid,13.792354,49.313265,31.8674,-121.23,-15.56,-11.0,1.85,-0.667,B3V SB,-0.099,-18.529548,-9.394541,24.164506,-3.55e-06,1.92e-05,-1.01e-05,3.6108299012782816,0.8606788389261799,-5.877396249e-07,-7.5437008e-08,Eta,85.0,UMa,1,67088,,160.99040762157054,,,,Alkaid,Great Bear
67246,67459.0,120477.0,5200.0,,5Ups Boo,,13.824623,15.797905,80.7754,-93.64,40.76,-6.0,4.05,-0.486,K5IIIvar,1.52,-69.023958,-35.731771,21.990689,-7.75e-06,3.727e-05,1.369e-05,3.619277863679108,0.27572545508799,-4.539795305e-07,1.97610056e-07,Ups,5.0,Boo,1,67246,,136.26991969948688,,,,,Boötes
67251,67464.0,120307.0,5190.0,,Nu  Cen,Heng,13.825078,-41.687709,133.8688,-26.01,-20.38,9.0,3.41,-2.223,B2IV,-0.225,-88.774682,-45.96956,-89.0322,-6.05e-06,1.587e-05,-1.6e-05,3.619397055624665,-0.7275877825439949,-1.261000383e-07,-9.8805028e-08,Nu,,Cen,1,67251,,674.8387308707573,Nu,3.427,3.397,,Centaur
67259,67472.0,120324.0,5193.0,,Mu  Cen,,13.826943,-42.473732,155.0388,-23.85,-19.22,9.0,3.47,-2.482,B2IV-Ve,-0.17,-101.522043,-52.633292,-104.690333,-5.62e-06,1.728e-05,-1.687e-05,3.61988514425445,-0.7413064633354037,-1.156280628e-07,-9.3181189e-08,Mu,,Cen,1,67259,,856.6432555816563,Mu,3.484,3.424,,Centaur
67711,67927.0,121370.0,5235.0,Gl 534,8Eta Boo,Muphrid,13.911411,18.397717,11.396,-60.95,-358.1,1.0,2.68,2.396,G0IV,0.58,-9.487671,-5.188142,3.596709,-7.95e-06,-5.1e-07,-1.845e-05,3.64199895242804,0.3211007359693375,-2.954939383e-07,-1.73611779e-06,Eta,8.0,Boo,1,67711,,9.585173976856456,,,,Muphrid,Boötes
67786,68002.0,121263.0,5231.0,,Zet Cen,Leepwal,13.925667,-47.288375,117.096,-57.14,-44.75,7.0,2.55,-2.793,B2.5IV,-0.176,-69.545858,-38.36753,-86.039492,-3.58e-06,3.507e-05,-2.249e-05,3.6457311140528006,-0.8253378423485674,-2.770225371e-07,-2.16954122e-07,Zet,,Cen,1,67786,,1140.7750129221204,,,,,Centaur
68064,68282.0,121790.0,5249.0,,Ups1Cen,,13.977987,-44.803584,131.0616,-27.97,-21.69,5.0,3.87,-1.717,B2IV-V,-0.208,-80.799834,-46.030955,-92.356336,-3.51e-06,1.845e-05,-1.338e-05,3.6594285674791194,-0.7819700581157613,-1.356023865e-07,-1.05156087e-07,Ups-1,,Cen,1,68064,,423.4479161692077,,,,,Centaur
68302,68520.0,122408.0,5264.0,,93Tau Vir,,14.027443,1.544532,68.9655,17.41,-21.2,-2.0,4.23,0.037,A3V,0.121,-59.454971,-34.898261,1.858889,4.55e-06,-4.08e-06,-7.14e-06,3.672375875553041,0.0269571656706249,8.44060618e-08,-1.027805e-07,Tau,93.0,Vir,1,68302,,84.17827076608127,,,,,Maiden
68483,68702.0,122451.0,5267.0,,Bet Cen,Hadar,14.063729,-60.373039,120.1923,-33.96,-25.06,6.0,0.61,-4.789,B1III,-0.231,-50.954051,-30.56287,-104.478695,-1.89e-06,2.194e-05,-1.255e-05,3.681875660376148,-1.053708314075195,-1.646427259e-07,-1.21494308e-07,Bet,,Cen,1,68483,,7171.33482657721,Bet,0.634,0.594,Hadar,Centaur
68537,68756.0,123299.0,5291.0,,11Alp Dra,Thuban,14.073165,64.37585,92.9368,-56.52,17.19,-13.0,3.67,-1.171,A0III SB,-0.049,-34.416017,-20.758849,83.796391,-2.25e-06,2.838e-05,-8.64e-06,3.684345906353943,1.1235705482203713,-2.740166922e-07,8.3339471e-08,Alp,11.0,Dra,1,68537,,256.09435171567696,,,,Thuban,Dragon
68675,68895.0,123123.0,5287.0,Gl 538.1,49Pi  Hya,,14.106193,-26.682361,30.9598,43.05,-140.82,27.3,3.25,0.796,K2III,1.091,-23.563202,-14.492156,-13.902421,-9.78e-06,-1.36e-05,-3.142e-05,3.692992633232533,-0.46569505275296,2.087122895e-07,-6.82714624e-07,Pi,49.0,Hya,1,68675,,41.84080195674278,,,,,Water Snake
68714,68933.0,123139.0,5288.0,Gl 539,5The Cen,Menkent,14.111395,-36.369954,18.0343,-519.29,-517.87,1.3,2.06,0.78,K0IIIb,1.011,-12.358808,-7.624204,-10.694288,-1.9e-06,5.217e-05,-3.724e-05,3.6943545480965847,-0.6347754526653112,-2.5175889618e-06,-2.510704607e-06,The,5.0,Cen,1,68714,,42.46195639463128,,,,Menkent,Centaur
69193,69415.0,124206.0,5312.0,Gl 540.1,50    Hya,,14.212785,-27.261186,66.7111,-13.44,-35.52,27.0,5.07,0.949,K2III,1.13,-49.626095,-32.464225,-30.556962,-1.852e-05,-6.92e-06,-2.286e-05,3.720898352859112,-0.4757974588009163,-6.51589587e-08,-1.72205819e-07,,50.0,Hya,1,69193,,36.3412616064223,,,,,Water Snake
69205,69427.0,124294.0,5315.0,,98Kap Vir,Kang,14.214929,-10.273702,78.125,8.04,140.79,-4.0,4.18,-0.284,K3III,1.323,-64.306477,-42.119366,-13.933635,-2.92e-06,-5.55e-06,5.32e-05,3.721459797066424,-0.179309922519675,3.89790199e-08,6.8256918e-07,Kap,98.0,Vir,1,69205,,113.13578641195627,,,,Kang,Maiden
69451,69673.0,124897.0,5340.0,Gl 541,16Alp Boo,Arcturus,14.26103,19.18241,11.2575,-1093.45,-1999.4,-5.0,-0.05,-0.307,K2IIIp,1.239,-8.823448,-5.932531,3.698938,-5.905e-05,3.22e-05,-0.00010473,3.7335290285420872,0.3347962180586212,-5.30119519e-06,-9.693364729e-06,Alp,16.0,Boo,1,69451,,115.55799554021291,,,,Arcturus,Boötes
69479,69701.0,124850.0,5338.0,GJ 9473,99Iot Vir,Syrma,14.266908,-6.000547,22.237,-25.84,-419.84,14.6,4.07,2.335,F7V,0.511,-18.333625,-12.367873,-2.324624,-9.95e-06,-3.35e-06,-4.657e-05,3.735067849836269,-0.104729295115365,-1.252758551e-07,-2.035441756e-06,Iot,99.0,Vir,1,69479,,10.139113857366794,,,,Syrma,Maiden
70083,70306.0,125932.0,5381.0,,51    Hya,,14.384942,-27.754017,48.2625,-201.57,-116.63,20.0,4.78,1.362,K3III,1.3,-34.652085,-24.968032,-22.474799,-3.195e-05,3.511e-05,-3.367e-05,3.765968928159311,-0.4843989835842062,-9.772389359e-07,-5.65438195e-07,,51.0,Hya,1,70083,,24.84276893696803,,,,,Water Snake
70353,70576.0,126354.0,5396.0,,Tau2Lup,,14.436336,-45.379276,97.8474,13.55,-6.35,-1.0,4.33,-0.623,A7:+...,0.434,-55.216146,-40.925029,-69.645036,6.13e-06,-3.46e-06,-1.39e-06,3.77942391080722,-0.7920177833745949,6.56922537e-08,-3.0785668e-08,Tau-2,,Lup,1,70353,,154.59662193866745,,,,,Wolf
70415,70638.0,124882.0,5339.0,,Del Oct,,14.448801,-83.667884,91.659,-95.79,-12.91,5.0,4.31,-0.501,K2III,1.3,-8.102137,-6.04578,-91.09986,-2.134e-05,3.718e-05,-5.72e-06,3.782687342473535,-1.4602800596576526,-4.644030246e-07,-6.2589446e-08,Del,,Oct,1,70415,,138.16562311673286,,,,,Octant
70828,71053.0,127665.0,5429.0,,25Rho Boo,,14.5305,30.371437,49.0918,-100.44,120.22,-14.0,3.57,0.115,K3III,1.298,-33.395248,-26.051319,24.820934,6.44e-06,3.534e-05,1.744e-05,3.804075943214968,0.5300815758763024,-4.869468608e-07,5.82843006e-07,Rho,25.0,Boo,1,70828,,78.34296427662116,,,,,Boötes
70851,71075.0,127762.0,5435.0,,27Gam Boo,Seginus,14.534636,38.308253,26.6099,-115.55,151.87,-37.0,3.04,0.915,A7IIIvar,0.191,-16.449442,-12.860715,16.49506,2.378e-05,3.751e-05,-8.08e-06,3.805158858230681,0.66860513750719,-5.602022079e-07,7.36286536e-07,Gam,27.0,Boo,1,70851,,37.49730022454834,Gam,3.052,3.032,Seginus,Boötes
71125,71352.0,127972.0,5440.0,,Eta Cen,,14.591786,-42.157824,93.7207,-35.31,-32.44,0.0,2.33,-2.529,B1Vn + A,-0.157,-54.086167,-43.605833,-62.903,-2.37e-06,1.87e-05,-1.093e-05,3.820120736107532,-0.7357928411436238,-1.711877106e-07,-1.57273557e-07,Eta,,Cen,1,71125,,894.5404837788689,Eta,2.378,2.308,,Centaur
71310,71536.0,128345.0,5453.0,,Rho Lup,,14.631454,-49.425828,96.8992,-27.78,-29.05,8.0,4.05,-0.882,B5V,-0.152,-48.652444,-40.065743,-73.601256,-4.4e-06,1.328e-05,-1.509e-05,3.830505731539146,-0.8626434373357725,-1.346812405e-07,-1.40838374e-07,Rho,,Lup,1,71310,,196.24563241736897,,,,,Wolf
71456,71683.0,128620.0,5459.0,Gl 559A,Alp1Cen,Rigil Kentaurus,14.660765,-60.833976,1.3248,-3678.19,481.84,-26.2,-0.01,4.379,G2V,0.71,-0.495203,-0.414084,-1.156625,-7.22e-06,2.476e-05,2.491e-05,3.838179211777228,-1.0617531757704175,-1.78323683168e-05,2.336026238e-06,Alp-1,,Cen,1,71456,Gl 559,1.543121065657792,,0.113,-0.087,Rigil Kentaurus,Centaur
71569,71795.0,129246.0,5477.0,,30Zet Boo,,14.68582,13.7283,53.8793,52.36,-12.71,-6.0,3.78,0.123,A3IVn,0.044,-39.925583,-33.844144,12.786515,1.279e-05,-7.09e-06,-4.68e-06,3.844738600173877,0.2396040388265925,2.538484431e-07,-6.1619818e-08,Zet,30.0,Boo,1,71569,,77.76783344557053,,,,,Boötes
71634,71860.0,129056.0,5469.0,,Alp Lup,Uridim,14.698823,-47.3882,142.4501,-21.15,-24.22,5.0,2.3,-3.468,B1.5III,-0.154,-73.354913,-62.611867,-104.837277,-2.75e-06,1.685e-05,-1.509e-05,3.848142761791683,-0.8270801174413888,-1.025380934e-07,-1.17421873e-07,Alp,,Lup,1,71634,,2124.222477388697,Alp,2.311,2.281,,Wolf
71682,71908.0,128898.0,5463.0,Gl 560A,Alp Cir,Xami,14.708492,-64.975138,16.57,-192.64,-234.07,7.2,3.18,2.083,F1Vp,0.256,-5.319852,-4.563974,-15.014538,4.9e-07,2.081e-05,-1.463e-05,3.8506743019806007,-1.1340300965295926,-9.339450742e-07,-1.134803382e-06,Alp,,Cir,1,71682,Gl 560,12.78792262935846,Alp,3.184,3.174,,Drawing Compass
71731,71957.0,129502.0,5487.0,GJ 9491,107Mu  Vir,,14.717673,-5.658207,18.2715,104.23,-319.9,4.7,3.87,2.561,F2III,0.385,-13.771311,-11.872446,-1.801463,4.52e-06,-8.29e-06,-2.867e-05,3.853077794561369,-0.0987543345409349,5.053212992e-07,-1.550918964e-06,Mu,107.0,Vir,1,71731,,8.233794052101345,,,,,Maiden
71879,72105.0,129988.0,5505.0,,36Eps Boo,Izar,14.749784,27.074222,62.1118,-50.65,20.0,-23.0,2.35,-1.616,A0,0.966,-41.582771,-36.462926,28.269741,7.75e-06,2.708e-05,-5.34e-06,3.8614843383663695,0.47253432342394,-2.455581292e-07,9.6962736e-08,Eps,36.0,Boo,1,71879,,385.8335599053513,,,,Izar,Boötes
71994,72220.0,130109.0,5511.0,,109    Vir,,14.770812,1.892885,41.2371,-116.04,-21.75,-6.0,3.73,0.654,A0V,-0.005,-30.838211,-27.343068,1.362104,-1.091e-05,2.133e-05,-4.55e-06,3.866989601444294,0.0330370823389687,-5.625777949e-07,-1.05446975e-07,,109.0,Vir,1,71994,,47.68699981017778,,,,,Maiden
72144,72370.0,129078.0,5470.0,,Alp Aps,Paradys,14.797701,-79.044751,136.9863,-5.67,-15.75,-1.0,3.83,-1.853,K5III,1.433,-19.356924,-17.40793,-134.489842,5.26e-06,9.8e-06,-9.8e-07,3.874029003471813,-1.3795911541338477,-2.74889357e-08,-7.6358154e-08,Alp,,Aps,1,72144,,479.95442493194446,,,,,Bird of Paradise
72345,72571.0,130694.0,5526.0,,58    Hya,Solitaire,14.838147,-27.960371,101.5228,-237.37,-62.37,-10.0,4.42,-0.613,K3III,1.366,-66.036951,-60.664821,-47.600014,-6.178e-05,0.00010188,-2.232e-05,3.884617724480457,-0.488000529810055,-1.1508022335e-06,-3.02378292e-07,,58.0,Hya,1,72345,,153.1792715893416,,,,,Water Snake
72380,72607.0,131873.0,5563.0,,7Bet UMi,Kochab,14.845105,74.155505,40.1445,-32.29,11.91,17.0,2.07,-0.948,K4IIIvar,1.465,-8.058164,-7.429707,38.619407,-6.11e-06,2.91e-06,1.736e-05,3.8864392902195473,1.2942577172364538,-1.565463375e-07,5.7741309e-08,Bet,7.0,UMi,1,72380,,208.54510476931685,,,,Kochab,Lesser Bear
72396,72622.0,130841.0,5531.0,Gl 564.1,9Alp2Lib,Zubenelgenubi,14.847977,-16.041778,23.2396,-105.69,-69.0,-46.7,2.75,0.919,A3IV,0.147,-16.408581,-15.151818,-6.421874,2.722e-05,4.135e-05,5.73e-06,3.887191169503684,-0.2799818460625912,-5.12399579e-07,-3.34521439e-07,Alp-2,9.0,Lib,1,72396,,37.35940922587999,,,,Zubenelgenubi,Scales
73046,73273.0,132058.0,5571.0,,Bet Lup,,14.975537,-43.13396,117.3709,-34.06,-38.3,-0.8,2.68,-2.668,B2III,-0.184,-60.951955,-60.176134,-80.247234,-2.59e-06,2.468e-05,-1.534e-05,3.920586484134029,-0.7528296217318413,-1.651275396e-07,-1.85683639e-07,Bet,,Lup,1,73046,,1016.716800466376,,,,,Wolf
73107,73334.0,132200.0,5576.0,,Kap Cen,,14.986025,-42.104194,117.5088,-17.76,-21.33,8.0,3.13,-2.22,B2IV,-0.208,-61.87283,-61.421692,-78.787457,-5.65e-06,8.64e-06,-1.45e-05,3.923332066599541,-0.7348568098441325,-8.61029097e-08,-1.03410758e-07,Kap,,Cen,1,73107,,672.9766562843175,,,,,Centaur
73327,73555.0,133208.0,5602.0,,42Bet Boo,Nekkar,15.032436,40.390566,69.0608,-40.2,-29.22,-20.0,3.49,-0.706,G8III,0.956,-36.876434,-37.508062,44.750903,-3.12e-06,1.602e-05,-2.071e-05,3.935482540667879,0.7049483564526262,-1.948950996e-07,-1.41662557e-07,Bet,42.0,Boo,1,73327,,166.87835113653907,,,,Nekkar,Boötes
73486,73714.0,133216.0,5603.0,,20Sig Lib,Brachium,15.067839,-25.281965,88.4173,-71.85,-44.69,-4.0,3.25,-1.483,M3/M4III,1.674,-55.51919,-57.527085,-37.760649,-1.391e-05,2.993e-05,-1.557e-05,3.944750989036992,-0.4412535238032887,-3.483386295e-07,-2.16663233e-07,Sig,20.0,Lib,1,73486,,341.3500729493114,Sig,3.351,3.181,Brachium,Scales
74167,74395.0,134505.0,5649.0,GJ 9512A,Zet Lup,,15.20476,-52.099247,35.9712,-113.94,-71.0,-10.0,3.41,0.63,G8III,0.918,-14.765283,-16.43956,-28.383941,-4.06e-06,2.522e-05,4.6e-07,3.980596903528809,-0.9093033999049888,-5.523967076e-07,-3.44217713e-07,Zet,,Lup,1,74167,GJ 9512,48.75284901033863,,,,,Wolf
74438,74666.0,135722.0,5681.0,,49Del Boo,,15.258376,33.314833,37.3413,84.84,-110.57,-12.0,3.46,0.599,G8III,0.961,-20.5232,-23.506036,20.509246,1.108e-05,-1.066e-05,-2.347e-05,3.9946334660143576,0.5814535324882476,4.113159266e-07,-5.36058486e-07,Del,49.0,Boo,1,74438,,50.164905677322295,,,,,Boötes
74556,74785.0,135742.0,5685.0,,27Bet Lib,Zubeneschamali,15.283449,-9.382917,56.7537,-96.39,-20.76,-35.0,2.61,-1.16,B8V,-0.071,-36.549398,-42.420251,-9.252607,3.57e-06,4.477e-05,2e-07,4.001197527020817,-0.16376280166405,-4.673119067e-07,-1.0064732e-07,Bet,27.0,Lib,1,74556,,253.51286304979072,,,,Zubeneschamali,Scales
74595,74824.0,135379.0,5670.0,Gl 580.1,Bet Cir,,15.291917,-58.801208,30.553,-98.39,-135.46,9.6,4.07,1.645,A3V,0.088,-10.304156,-12.012956,-26.134351,-3.2e-06,1.865e-05,-1.879e-05,4.003414621178423,-1.0262746833753462,-4.770081803e-07,-6.56728611e-07,Bet,,Cir,1,74595,,19.14255925021086,,,,,Drawing Compass
74717,74946.0,135382.0,5671.0,,Gam TrA,,15.315181,-68.679545,56.3698,-66.48,-32.0,-3.0,2.87,-0.885,A1V,0.014,-13.248562,-15.637336,-52.51191,-7.87e-06,1.881e-05,-3.2e-07,4.00950488883882,-1.1986841874782987,-3.223041348e-07,-1.55140377e-07,Gam,,TrA,1,74717,,196.7886289706845,,,,,Southern Triangle
74868,75097.0,137422.0,5735.0,,13Gam UMi,Pherkad,15.345483,71.834016,149.2537,-18.03,17.68,-4.0,3.0,-2.87,A3II-III,0.058,-29.797327,-35.741213,141.814461,-1.42e-06,1.867e-05,1e-07,4.017438041145818,1.2537400930067577,-8.74119066e-08,8.5715058e-08,Gam,13.0,UMi,1,74868,,1224.6161992650489,Gam,3.016,2.996,Pherkad,Lesser Bear
74912,75141.0,136298.0,5695.0,,Del Lup,,15.356201,-40.647518,271.0027,-19.11,-24.05,-2.4,3.22,-3.945,B1.5IV,-0.227,-131.223518,-158.301112,-176.532145,-5e-06,3.33e-05,-2.237e-05,4.020244134330924,-0.7094330192297875,-9.26478944e-08,-1.1659769e-07,Del,,Lup,1,74912,,3296.09712177458,Del,3.239,3.209,,Wolf
74948,75177.0,136422.0,5705.0,,Phi1Lup,,15.36344,-36.261376,84.317,-91.85,-86.03,-29.0,3.57,-1.06,K5III,1.534,-43.289327,-52.423754,-49.870803,-4.8e-07,5.838e-05,-1.081e-05,4.022139099613051,-0.6328804084955787,-4.453013656e-07,-4.17085209e-07,Phi-1,,Lup,1,74948,,231.20647901755964,,,,,Wolf
75094,75323.0,136415.0,5704.0,,Gam Cir,,15.389625,-59.320787,137.5516,-10.29,-36.57,-17.0,4.48,-1.212,B5III + F8,0.169,-44.315595,-54.422257,-118.299395,1.352e-05,2.747e-05,2.51e-06,4.028994524485883,-1.0353430513431674,-4.98873277e-08,-1.77296362e-07,Gam,,Cir,1,75094,,265.9500032721518,Gam,4.503,4.443,,Drawing Compass
