id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,star_name,constellation
676,677.0,358.0,15.0,,21Alp And,Alpheratz,0.139791,29.090432,29.7442,135.68,-162.95,-12.0,2.07,-0.297,B9p,-0.038,25.974572,0.951042,14.461264,-2e-08,1.958e-05,-2.65e-05,0.0365971627080155,0.5077238184659449,6.577952018e-07,-7.90003892e-07,Alp,21.0,And,1,676,,114.49855346901884,Alp,2.083,2.063,Alpheratz,Andromeda; Pegasus
744,746.0,432.0,21.0,Gl 8,11Bet Cas,Caph,0.152887,59.14978,16.7842,523.39,-180.42,11.3,2.28,1.155,F2III-IV,0.38,8.600014,0.344589,14.409503,1.681e-05,4.329e-05,2.39e-06,0.0400258528303232,1.0323584043676326,2.5374663227e-06,-8.74700842e-07,Bet,11.0,Cas,1,744,,30.06076302628229,Bet,2.303,2.263,Caph,Cassiopeia
763,765.0,496.0,25.0,Gl 9.1,Eps Phe,,0.156836,-45.747426,44.2087,122.15,-180.13,-9.2,3.88,0.652,K0III,1.013,30.82377,1.266396,-31.665333,-3.526e-05,2.475e-05,-2.02e-05,0.0410596787492194,-0.7984432093302175,5.921999108e-07,-8.73294882e-07,Eps,,Phe,1,763,,47.7749234659094,,,,,Phoenix
1065,1067.0,886.0,39.0,,88Gam Peg,Algenib,0.220598,15.183596,120.048,4.7,-8.24,4.0,2.83,-2.567,B2IV,-0.19,115.664183,6.687324,31.442127,5.04e-06,3.03e-06,-3.56e-06,0.0577524133796261,0.2650037404493388,2.2786243e-08,-3.9948647e-08,Gam,88.0,Peg,1,1065,,926.4031007363994,Gam,2.846,2.816,Algenib,Pegasus
1559,1562.0,1522.0,74.0,,8Iot Cet,,0.323799,-8.823921,84.1751,-14.37,-37.84,19.0,3.56,-1.066,K2III,1.214,82.880324,7.042663,-12.912353,1.727e-05,-4.42e-06,-1.824e-05,0.0847702514073984,-0.15400648121809,-6.96677259e-08,-1.83453496e-07,Iot,8.0,Cet,1,1559,,232.4877101501645,,,,,Whale
1595,1599.0,1581.0,77.0,Gl 17,Zet Tuc,,0.334142,-64.874791,8.5866,1707.56,1165.36,9.0,4.23,4.561,F9V,0.576,3.631914,0.318885,-7.774227,4.144e-05,7.498e-05,1.226e-05,0.0874781017392323,-1.1322786980338138,8.2784844837e-06,5.649824707e-06,Zet,,Tuc,1,1595,,1.3049684141302225,,,,,Toucan
1641,1645.0,1635.0,80.0,,41    Psc,,0.343295,8.190271,125.0,-4.5,9.59,16.0,5.38,-0.105,K3III,1.343,123.225843,11.104763,17.807629,1.555e-05,-1.34e-06,8.08e-06,0.0898743921046132,0.1429472008192712,-2.18166156e-08,4.6493631e-08,,41.0,Psc,1,1641,,95.94006315159336,,,,,Fishes
2016,2021.0,2151.0,98.0,Gl 19,Bet Hyi,,0.427916,-77.254247,7.4588,2220.12,324.37,22.9,2.82,3.457,G2IV,0.618,1.635267,0.184517,-7.275205,7.54e-06,8.163e-05,-2.026e-05,0.1120281101479915,-1.3483409638363189,1.07634454847e-05,1.572590135e-06,Bet,,Hyi,1,2016,,3.607447338641916,,,,,Lesser Water Snake
2069,2072.0,2262.0,100.0,Gl 20,Kap Phe,,0.436716,-43.679829,23.8095,106.14,32.83,11.3,3.93,2.046,A7V,0.175,17.106924,1.964466,-16.443574,9.51e-06,1.342e-05,-5.24e-06,0.1143320175858547,-0.7623568403121038,5.145812405e-07,1.59164331e-07,Kap,,Phe,1,2069,,13.231223331133709,,,,,Phoenix
2076,2081.0,2261.0,99.0,,Alp Phe,Ankaa,0.438056,-42.305981,25.974,232.76,-353.64,75.0,2.4,0.327,K0III...,1.083,19.083654,2.198282,-17.483284,2.323e-05,3.218e-05,-8.456e-05,0.114682902957825,-0.7383786688321162,1.1284523229e-06,-1.714495099e-06,Alp,,Phe,1,2076,,64.44659847416881,,,,Ankaa,Phoenix
2478,2484.0,2884.0,126.0,,Bet1Tuc,,0.525725,-62.958218,41.4079,82.48,-54.37,14.0,4.36,1.275,B9V,-0.064,18.64771,2.582977,-36.881102,-5.45e-06,1.596e-05,-1.771e-05,0.1376343999003325,-1.0988281874404826,3.998743237e-07,-2.63593198e-07,Bet-1,,Tuc,1,2478,,26.915348039269155,,,,,Toucan
3086,3092.0,3627.0,165.0,,31Del And,,0.655462,30.861024,32.352,115.38,-83.05,-7.0,3.27,0.72,K3III...,1.268,27.363473,4.742224,16.595166,-2.56e-06,1.792e-05,-1.485e-05,0.1715996555577154,0.5386264769195913,5.593780246e-07,-4.02637761e-07,Del,31.0,And,1,3086,,44.87453899331323,,,,,Andromeda
3172,3179.0,3712.0,168.0,,18Alp Cas,Schedar,0.675116,56.537331,69.979,50.36,-32.17,-4.0,2.24,-1.985,K0II-IIIvar,1.17,37.984817,6.784483,58.379619,3.74e-06,1.802e-05,-9.43e-06,0.1767448813314833,0.9867625763100912,2.441521695e-07,-1.55964561e-07,Alp,18.0,Cas,1,3172,,542.0008904016238,Alp,2.25,2.23,Schedar,Cassiopeia
3413,3419.0,4128.0,188.0,Gl 31,16Bet Cet,Diphda,0.72649,-17.986605,29.5334,232.79,32.71,13.3,2.04,-0.312,K0III,1.019,27.583638,5.310463,-9.119792,7.82e-06,3.545e-05,2.5e-07,0.1901946422304609,-0.3139254704026524,1.128597767e-06,1.58582554e-07,Bet,16.0,Cet,1,3413,,116.0913870126182,,,,Diphda,Whale
3752,3760.0,4627.0,221.0,,62    Psc,,0.804836,7.299928,177.6199,111.61,3.41,-0.7,5.92,-0.327,G8III,1.104,172.283739,36.848083,22.568981,-2.116e-05,9.375e-05,2.82e-06,0.2107055676298026,0.1274077786562775,5.411005489e-07,1.6532146e-08,,62.0,Psc,1,3752,,117.70637907805684,,,,,Fishes
3871,3881.0,4727.0,226.0,,35Nu  And,,0.830234,41.078911,189.3939,22.68,-18.05,-24.0,4.53,-1.857,B5V SB,-0.136,139.406857,30.787155,124.45018,-1.192e-05,1.869e-05,-2.862e-05,0.217354793112749,0.7169622462973962,1.099557428e-07,-8.7508869e-08,Nu,35.0,And,1,3871,,481.7259035591634,,,,,Andromeda
4417,4427.0,5394.0,264.0,,27Gam Cas,Cih,0.945143,60.71674,168.3502,25.65,-3.82,-7.0,2.15,-3.981,B0IV:evar,-0.046,79.836717,20.168018,146.837047,-5.89e-06,2.01e-05,-7.77e-06,0.2474379511037043,1.0597070289510324,1.243547091e-07,-1.8519882e-08,Gam,27.0,Cas,1,4417,,3407.218616593573,Gam,2.173,2.133,,Cassiopeia
4426,4436.0,5448.0,269.0,,37Mu  And,,0.945885,38.499345,39.7772,152.78,36.82,8.0,3.86,0.862,A5V,0.13,30.180673,7.630372,24.761577,-5.3e-06,2.905e-05,1.065e-05,0.2476321701104851,0.6719403219484738,7.406983412e-07,1.78508397e-07,Mu,37.0,And,1,4426,,39.37313537008504,,,,,Andromeda
4567,4577.0,5737.0,280.0,,Alp Scl,,0.976766,-29.357449,238.0952,22.44,6.3,10.0,4.3,-2.584,B7IIIp,-0.154,200.770598,52.489589,-116.727788,5.52e-06,2.821e-05,1.32e-06,0.2557168389316617,-0.5123841447464662,1.087921899e-07,3.0543261e-08,Alp,,Scl,1,4567,,941.0224835267508,Alp,4.308,4.298,,Sculptor
4879,4889.0,6118.0,291.0,,69Sig Psc,,1.046971,31.804263,132.9787,15.53,-30.38,10.0,5.5,-0.119,B9.5V,-0.043,108.793748,30.58991,70.082353,1.559e-05,1.478e-05,-1.125e-05,0.2740963678011902,0.5550891022440351,7.52915646e-08,-1.47286396e-07,Sig,69.0,Psc,1,4879,,97.18517029401686,,,,,Fishes
4896,4906.0,6186.0,294.0,,71Eps Psc,,1.049058,7.890135,55.7414,-80.57,25.88,7.0,4.27,0.539,K0III,0.952,53.144471,14.974142,7.651854,1.181e-05,-1.929e-05,7.91e-06,0.2746427451241538,0.137708841860575,-3.906143824e-07,1.2546978e-07,Eps,71.0,Psc,1,4896,,53.01515066784589,,,,,Fishes
5154,5165.0,6595.0,322.0,,Bet Phe,,1.101407,-46.718414,100000.0,-70.16,31.6,-1.0,3.32,-16.68,G8IIIvar,0.885,65728.03719,19495.774096,-72799.31262,0.02036281,-0.02943628,0.01050305,0.2883477037288151,-0.8153901374901737,-3.401452783e-07,1.53201123e-07,Bet,,Phe,1,5154,,409260659.730011,,,,,Phoenix
5337,5348.0,6882.0,338.0,,Zet Phe,Wurren,1.139742,-55.24576,91.5751,21.17,29.7,15.0,3.94,-0.869,B6V + B0V,-0.12,49.896436,15.346501,-75.238648,1.595e-05,1.474e-05,-5.09e-06,0.2983838460567415,-0.9642204110904488,1.026350562e-07,1.43989663e-07,Zet,,Phe,1,5337,,193.9099078614849,Zet,4.199,3.929,Wurren,Phoenix
5353,5364.0,6805.0,334.0,GJ 3075,31Eta Cet,,1.143164,-10.182264,37.9939,215.81,-138.33,12.9,3.46,0.561,K2III,1.161,35.733354,11.025427,-6.716585,-3.61e-06,4.048e-05,-2.741e-05,0.299279571918535,-0.177714035124185,1.046276404e-06,-6.70642764e-07,Eta,31.0,Cet,1,5353,,51.95172830110675,,,,,Whale
5436,5447.0,6860.0,337.0,Gl 53.3,43Bet And,Mirach,1.162194,35.620558,60.5327,175.59,-112.23,-0.8,2.07,-1.84,M0IIIvar,1.576,46.946371,14.741814,35.255129,2.23e-06,5.471e-05,-2.725e-05,0.3042617927379897,0.6216960120690613,8.512843417e-07,-5.44106393e-07,Bet,43.0,And,1,5436,,474.2419852602448,,,,Mirach,Andromeda
5730,5742.0,7318.0,360.0,,85Phi Psc,,1.229152,24.583713,136.7989,18.58,-21.26,6.0,4.67,-1.01,K0III...,1.047,118.013398,39.343134,56.911417,6.96e-06,1.531e-05,-1.027e-05,0.3217911561858411,0.4290667361253549,9.00783818e-08,-1.03071388e-07,Phi,85.0,Psc,1,5730,,220.80047330188992,,,,,Fishes
6179,6193.0,7964.0,383.0,,90Ups Psc,,1.324443,27.264059,94.4287,26.21,-11.62,8.0,4.74,-0.136,A3V,0.032,78.942697,28.524892,43.257068,5.05e-06,1.458e-05,-9.8e-07,0.3467382468595746,0.4758475890656962,1.270696657e-07,-5.6335349e-08,Ups,90.0,Psc,1,6179,,98.7188301068396,,,,,Fishes
6523,6537.0,8512.0,402.0,,45The Cet,,1.40039,-8.183257,34.8918,-78.38,-206.88,17.0,3.6,0.886,K0III,1.065,32.241501,12.380133,-4.96651,1.617e-05,-7.99e-06,-3.711e-05,0.3666213510265753,-0.1428247700972425,-3.799969628e-07,-1.002982542e-06,The,45.0,Cet,1,6523,,38.51234824289314,,,,,Whale
6672,6686.0,8538.0,403.0,,37Del Cas,Ruchbah,1.430216,60.235283,30.4785,297.24,-49.49,7.0,2.66,0.24,A5Vv SB,0.16,14.082378,5.53413,26.457567,-6.85e-06,4.45e-05,2.58e-06,0.3744295872766107,1.0513040155749624,1.4410601841e-06,-2.3993429e-07,Del,37.0,Cas,1,6672,,69.82324040771711,Del,2.666,2.656,Ruchbah,Cassiopeia
6853,6867.0,9053.0,429.0,,Gam Phe,,1.472759,-43.318234,71.6332,-18.21,-207.71,26.0,3.41,-0.866,K5II-III,1.542,48.291055,19.600485,-49.144111,-2.555e-05,-1.719e-05,-7.072e-05,0.3855673035100017,-0.7560458063068313,-8.82845712e-08,-1.007006495e-06,Gam,,Phe,1,6853,,193.37485452952552,Gam,3.478,3.388,,Phoenix
6993,7007.0,9138.0,434.0,,98Mu  Psc,,1.503087,6.14382,93.1966,293.23,-46.36,34.0,4.84,-0.007,K4III,1.372,85.579481,35.529252,9.974354,-1.679e-05,0.00013647,-1.71e-05,0.3935073191676105,0.1072298953533075,1.4216191555e-06,-2.24759622e-07,Mu,98.0,Psc,1,6993,,87.65970403212789,,,,,Fishes
7068,7083.0,9362.0,440.0,,Del Phe,,1.520851,-49.072702,43.573,138.22,154.2,-7.0,3.93,0.734,K0III-IV,0.972,26.31178,11.067445,-32.92116,7.04e-06,3.464e-05,2.675e-05,0.398157754457856,-0.8564802246514187,6.701094693e-07,7.47582695e-07,Del,,Phe,1,7068,,44.29961991003636,,,,,Phoenix
7083,7097.0,9270.0,437.0,,99Eta Psc,Alpherg,1.524725,15.345823,107.1811,25.73,-3.29,15.0,3.62,-1.531,G8III,0.974,95.233975,40.171366,28.364911,8.85e-06,1.824e-05,2.41e-06,0.3991719864974001,0.2678351374342624,1.2474256e-07,-1.595037e-08,Eta,99.0,Psc,1,7083,,356.77958828856265,,,,Alpherg,Fishes
7574,7588.0,10144.0,472.0,,Alp Eri,Achernar,1.628556,-57.236757,42.7533,88.02,-40.08,16.0,0.45,-2.705,B3Vp,-0.158,21.065573,9.568417,-35.951967,-5.84e-06,1.738e-05,-1.826e-05,0.4263550659137642,-0.9989698692415762,4.267330016e-07,-1.94313323e-07,Alp,,Eri,1,7574,,1051.9618738232234,Alp,0.487,0.427,Achernar,Eridanus
7869,7884.0,10380.0,489.0,,106Nu  Psc,,1.690526,5.487613,111.3586,-22.73,3.61,0.4,4.45,-0.784,K3III,1.347,100.168039,47.473101,10.649285,5.45e-06,-1.099e-05,1.98e-06,0.442578719766191,0.0957769181405137,-1.101981496e-07,1.7501773e-08,Nu,106.0,Psc,1,7869,,179.30813770804414,,,,,Fishes
8087,8102.0,10700.0,509.0,Gl 71,52Tau Cet,,1.734479,-15.93748,3.6502,-1721.82,854.07,-17.0,3.49,5.678,G8V,0.727,3.154083,1.539508,-1.00226,2.07e-06,-3.289e-05,1.931e-05,0.4540854403344977,-0.2781615013282412,-8.3476189145e-06,4.140648201e-06,Tau,52.0,Cet,1,8087,,0.4664445252037795,,,,,Whale
8183,8198.0,10761.0,510.0,,110Omi Psc,Torcular,1.756564,9.157736,85.6898,70.82,38.99,14.0,4.26,-0.405,K0III,0.942,75.808974,37.546943,13.637807,-2.7e-06,3.149e-05,1.827e-05,0.459867349269175,0.1598326410024725,3.433450486e-07,1.89028854e-07,Omi,110.0,Psc,1,8183,,126.4736347471151,,,,Torcular,Fishes
8628,8645.0,11353.0,539.0,,55Zet Cet,Baten Kaitos,1.857676,-10.335038,72.0461,38.78,-38.04,9.0,3.74,-0.548,K2III,1.136,62.65906,33.12747,-12.925362,-4.3e-07,1.509e-05,-1.472e-05,0.4863384110940215,-0.180380435702335,1.880107453e-07,-1.84423124e-07,Zet,55.0,Cet,1,8628,,144.27796231294775,,,,Baten Kaitos,Whale
8777,8796.0,11443.0,544.0,Gl 78.1,2Alp Tri,Mothallah,1.884696,29.578829,19.4175,12.02,-233.69,-16.2,3.42,1.979,F6IV,0.488,14.872602,7.99818,9.584806,-3.66e-06,-6.9e-07,-2.731e-05,0.4934123459027885,0.5162479585904625,5.82746044e-08,-1.13296109e-06,Alp,2.0,Tri,1,8777,,14.073431383183484,Alp,3.429,3.409,Mothallah,Triangle
8813,8832.0,11502.0,546.0,,5Gam2Ari,Mesarthim,1.89217,19.293852,50.3018,79.43,-99.1,-1.0,3.88,0.372,A1p Si,-0.047,41.769649,22.568336,16.620371,-3.03e-06,2.038e-05,-2.315e-05,0.4953689125156816,0.3367412380593763,3.850875065e-07,-4.80450357e-07,Gam-2,5.0,Ari,1,8813,,61.83010727517132,Gam,3.892,3.872,Mesarthim,Ram
8814,8833.0,11559.0,549.0,,111Xi  Psc,,1.892597,3.187536,54.9149,23.69,23.9,30.0,4.61,0.912,K0III SB,0.928,48.236339,26.069281,3.053521,2.364e-05,1.995e-05,8.06e-06,0.495480817958158,0.0556330068666037,1.148523609e-07,1.15870469e-07,Xi,111.0,Psc,1,8814,,37.60105236684958,,,,,Fishes
8818,8837.0,11695.0,555.0,,Psi Phe,,1.894102,-46.302669,104.8218,-92.38,-91.46,2.0,4.39,-0.712,M4III SB,1.597,63.693781,34.455513,-75.786103,-5.98e-06,-5.66e-05,-3.359e-05,0.4958746411298166,-0.80813401784268,-4.478708781e-07,-4.43410592e-07,Psi,,Phe,1,8818,,167.8031078290955,Psi,4.451,4.311,,Phoenix
8867,8886.0,11415.0,542.0,,45Eps Cas,Segin,1.906584,63.670101,126.2626,31.98,-18.66,-8.0,3.35,-2.156,B2pvar,-0.15,49.169644,26.806887,113.163436,-3.57e-06,2.035e-05,-1.24e-05,0.4991424996298816,1.11125290442047,1.55043415e-07,-9.0466232e-08,Eps,45.0,Cas,1,8867,,634.453795775715,,,,Segin,Cassiopeia
8884,8903.0,11636.0,553.0,Gl 80,6Bet Ari,Sheratan,1.910668,20.808035,17.9856,96.32,-108.8,-4.0,2.64,1.365,A5V...,0.165,14.752622,8.063457,6.389157,-4.43e-06,7.15e-06,-1.032e-05,0.5002117420096996,0.363168721573765,4.669725371e-07,-5.27477284e-07,Bet,6.0,Ari,1,8884,,24.774220576332848,,,,Sheratan,Ram
8989,9007.0,11937.0,566.0,Gl 81A,Chi Eri,,1.932564,-51.608896,17.8508,681.24,284.23,-6.3,3.69,2.432,G5IV,0.844,9.696827,5.372709,-13.991232,-1.521e-05,5.897e-05,2.032e-05,0.5059440330162774,-0.900745155623165,3.3027447174e-06,1.377985924e-06,Chi,,Eri,1,8989,Gl  81,9.272567425805942,,,,,Eridanus
9217,9236.0,12311.0,591.0,Gl 83,Alp Hyi,,1.979451,-61.569859,22.0119,262.54,26.88,15.2,2.86,1.147,F0V,0.29,9.103629,5.191033,-19.357346,-5.26e-06,2.925e-05,-1.231e-05,0.5182191582610731,-1.0745967597182264,1.2728298369e-06,1.30317917e-07,Alp,,Hyi,1,9217,,30.283076942657782,,,,,Lesser Water Snake
9467,9487.0,12446.0,595.0,,113Alp Psc,Alrescha,2.034117,2.763759,46.1681,33.29,-0.42,9.0,3.82,0.498,A2,0.024,39.728779,23.413015,2.226137,4.14e-06,1.109e-05,3.5e-07,0.5325304992016497,0.0482367021831012,1.613944743e-07,-2.036217e-09,Alp,113.0,Psc,1,9467,,55.05540984847944,Alp,3.832,3.812,Alrescha,Fishes
9618,9640.0,12533.0,603.0,,57Gam1And,Almach,2.064984,42.329725,120.4819,43.08,-50.85,-12.0,2.1,-3.305,B8V,1.37,76.368059,45.840864,81.131974,-3.58e-06,2.72e-05,-3.022e-05,0.5406116765051688,0.738793066882135,2.088577336e-07,-2.46527756e-07,Gam-1,57.0,And,1,9618,,1828.1002161427427,,,,Almach,Andromeda
9861,9884.0,12929.0,617.0,Gl 84.3,13Alp Ari,Hamal,2.119555,23.462423,20.1776,190.73,-145.77,-14.4,2.01,0.486,K2III,1.151,15.731986,9.751722,8.03361,-1.649e-05,1.173e-05,-1.894e-05,0.554898130994913,0.4094965332621075,9.246851329e-07,-7.06712902e-07,Alp,13.0,Ari,1,9861,,55.6672798150948,,,,Hamal,Ram
10041,10064.0,13161.0,622.0,,4Bet Tri,,2.159058,34.987297,38.8954,148.78,-39.13,10.0,3.0,0.051,A5III,0.14,26.909766,17.068198,22.302471,-4.38e-06,3.044e-05,-1.8e-07,0.5652399794256968,0.6106435270585613,7.213057939e-07,-1.89707593e-07,Bet,4.0,Tri,1,10041,,83.0998041044432,,,,,Triangle
10300,10324.0,13611.0,649.0,,65Xi 1Cet,,2.216665,8.846717,117.5088,-26.23,-14.4,-4.0,4.36,-0.99,G8II:,0.878,97.101875,63.662733,18.071856,5.87e-06,-1.402e-05,-8.73e-06,0.5803216592920014,0.1544043441347625,-1.271666284e-07,-6.981317e-08,Xi-1,65.0,Cet,1,10300,,216.7704104819694,,,,,Whale
10578,10602.0,14228.0,674.0,,Phi Eri,,2.275154,-51.512165,47.1254,90.75,-21.9,10.0,3.56,0.194,B8IV-V,-0.12,24.277871,16.454316,-36.88702,-9.6e-06,1.854e-05,-1.112e-05,0.5956338357236322,-0.899056877024215,4.399684151e-07,-1.06174196e-07,Phi,,Eri,1,10578,,72.84504232923301,,,,,Eridanus
10645,10670.0,14055.0,664.0,,9Gam Tri,,2.288573,33.847194,34.4353,44.91,-52.42,14.0,4.03,1.345,A1Vnn,0.019,23.617959,16.128369,19.179839,9.62e-06,1.565e-05,7.1e-07,0.5991469431359594,0.5907449692808537,2.177298239e-07,-2.54139331e-07,Gam,9.0,Tri,1,10645,,25.234807724805755,,,,,Triangle
10800,10826.0,14386.0,681.0,,68Omi Cet,Mira,2.322442,-2.977643,91.659,10.33,-239.48,64.0,6.47,1.659,M5e-M9e,0.966,75.131148,52.288786,-4.761374,4.649e-05,3.795e-05,-0.00010967,0.6080139982109655,-0.0519696670282675,5.00812532e-08,-1.161031802e-06,Omi,68.0,Cet,1,10800,,18.897310544316767,Omi,8.511,4.871,Mira,Whale
10975,11001.0,15008.0,705.0,Gl 97.1,Del Hyi,,2.362498,-68.659418,42.8266,-50.07,2.38,6.0,4.08,0.921,A3V,0.034,12.697968,9.036411,-39.890188,8.22e-06,-6.91e-06,-5.54e-06,0.6185006009706638,-1.1983329070375563,-2.427462099e-07,1.1538565e-08,Del,,Hyi,1,10975,,37.290653996215255,,,,,Lesser Water Snake
11318,11345.0,15130.0,708.0,,72Rho Cet,,2.432501,-12.29048,139.8601,-11.71,-11.37,10.0,4.88,-0.848,A0V,-0.027,109.868541,81.261421,-29.771764,1.144e-05,-1.42e-06,-9.71e-06,0.6368274032477825,-0.2145093353290062,-5.6771682e-08,-5.5123315e-08,Rho,72.0,Cet,1,11318,,190.1953960442308,,,,,Whale
11380,11407.0,15371.0,721.0,,Kap Eri,,2.449755,-47.70384,155.7632,19.97,-5.44,28.0,4.24,-1.722,B5IV,-0.136,83.993856,62.712836,-115.214518,3.99e-06,2.179e-05,-2.395e-05,0.641344257151305,-0.83258907477131,9.6817292e-08,-2.6373864e-08,Kap,,Eri,1,11380,,425.402462944068,,,,,Eridanus
11457,11484.0,15318.0,718.0,,73Xi 2Cet,,2.469317,8.460054,59.2066,41.72,-14.46,11.0,4.3,0.438,B9III,-0.053,46.745585,35.276211,8.71048,2.16e-06,1.663e-05,-2.45e-06,0.6464657508123409,0.1476557885894925,2.022642675e-07,-7.0104058e-08,Xi-2,73.0,Cet,1,11457,,58.1835211048072,,,,,Whale
11734,11767.0,8890.0,424.0,,1Alp UMi,Polaris,2.52975,89.264109,132.626,44.22,-11.74,-17.0,1.97,-3.643,F7:Ib-IIv SB,0.636,1.3431,1.047629,132.614909,-1.171e-05,2.692e-05,-1.748e-05,0.6622870748653336,1.5579526129751475,2.143846095e-07,-5.6917126e-08,Alp,1.0,UMi,1,11734,,2495.743794831569,Alp,1.993,1.953,Polaris,Lesser Bear
11755,11783.0,15798.0,740.0,,76Sig Cet,,2.534786,-15.244677,26.6951,-80.92,-146.84,-29.0,4.74,2.608,F5V,0.454,20.289578,15.864382,-7.019183,-2.003e-05,-2.895e-05,-1.054e-05,0.6636054522767348,-0.26606980312857,-3.923112303e-07,-7.11900408e-07,Sig,76.0,Cet,1,11755,,7.884969177453771,,,,,Whale
12062,12093.0,16161.0,754.0,,78Nu  Cet,,2.597909,5.593246,104.2753,-28.89,-22.76,5.0,4.87,-0.221,G8III,0.88,80.687079,65.266003,10.163258,1.401e-05,-7.45e-06,-1.095e-05,0.6801309654516172,0.0976205634935612,-1.400626723e-07,-1.10343593e-07,Nu,78.0,Cet,1,12062,,106.7578945099494,,,,,Whale
12355,12387.0,16582.0,779.0,,82Del Cet,,2.658044,0.328511,199.2032,14.44,-2.53,13.0,4.08,-2.416,B2IV,-0.212,152.884758,127.698502,1.142144,1.28e-06,1.923e-05,-2.37e-06,0.6958741675620854,0.0057335916743725,7.00070955e-08,-1.2265786e-08,Del,82.0,Cet,1,12355,,806.1205638638912,Del,4.092,4.062,,Whale
12357,12390.0,16620.0,781.0,Gl 105.4A,83Eps Cet,,2.659398,-11.872156,21.4823,172.01,-236.31,15.7,4.83,3.17,F5V,0.447,16.130169,13.482598,-4.419553,-3.32e-06,2.057e-05,-2.739e-05,0.6962287128701043,-0.20720820955307,8.339280119e-07,-1.145663208e-06,Eps,83.0,Cet,1,12357,Gl 105.4,4.698941086052153,,,,,Whale
12360,12394.0,16978.0,806.0,,Eps Hyi,,2.659799,-68.266946,46.5549,87.4,0.56,6.0,4.12,0.78,B9III,-0.061,13.225285,11.057012,-43.245786,-1.082e-05,1.667e-05,-5.65e-06,0.696333620612622,-1.191482980244135,4.237271568e-07,2.714956e-09,Eps,,Hyi,1,12360,,42.46195639463128,,,,,Lesser Water Snake
12381,12413.0,16754.0,789.0,,,,2.663326,-42.89167,35.6888,92.11,-15.07,18.0,4.74,1.977,A2V,0.061,20.044606,16.789617,-24.290419,-1.25e-06,1.974e-05,-1.444e-05,0.6972570744164601,-0.7486008602874338,4.465618812e-07,-7.3061421e-08,,,Eri,1,12381,,14.099379493587232,,,,,Eridanus
12451,12484.0,16920.0,802.0,,Zet Hor,,2.677666,-54.549911,49.0918,32.76,5.24,-1.0,5.21,1.755,F4IV,0.411,21.75871,18.364799,-39.991207,-4.71e-06,6.23e-06,1.56e-06,0.7010114197184153,-0.952075560712935,1.588249617e-07,2.5404236e-08,Zet,,Hor,1,12451,,17.298163592151013,,,,,Clock
12452,12486.0,16815.0,794.0,,Iot Eri,,2.677781,-39.855375,46.1894,135.17,-27.34,-9.0,4.11,0.787,K0III,1.006,27.095858,22.870882,-29.600515,-2.792e-05,1.604e-05,1.2e-06,0.701041347073205,-0.695607525795525,6.55322652e-07,-1.3254806e-07,Iot,,Eri,1,12452,,42.18907465677975,,,,,Eridanus
12673,12706.0,16970.0,804.0,Gl 106.1A,86Gam Cet,Kaffaljidhma,2.721678,3.235818,24.4081,-146.43,-145.27,-5.1,3.47,1.532,A3V,0.093,18.440324,15.931398,1.377729,8.12e-06,-1.588e-05,-1.746e-05,0.7125335102641163,0.0564756864727112,-7.099126724e-07,-7.04288833e-07,Gam,86.0,Cet,1,12673,Gl 106.1,21.242224773886967,,,,Kaffaljidhma,Whale
12737,12770.0,17081.0,811.0,,89Pi  Cet,,2.735375,-13.858696,120.4819,-7.58,-8.4,15.0,4.24,-1.165,B7IV,-0.122,88.240919,76.789504,-28.858845,1.326e-05,5.67e-06,-8.44e-06,0.7161194994473264,-0.2418798803380537,-3.6748877e-08,-4.0724349e-08,Pi,89.0,Cet,1,12737,,254.6830252585042,,,,,Whale
12795,12828.0,17094.0,813.0,GJ 9099,87Mu  Cet,,2.749039,10.114146,25.7732,285.17,-30.4,30.4,4.27,2.214,F1III-IV,0.311,19.080598,16.72475,4.526074,3e-08,4.741e-05,1.72e-06,0.7196966752527623,0.1765251463956175,1.3825431728e-06,-1.47383358e-07,Mu,87.0,Cet,1,12795,,11.334438229710342,,,,,Whale
12810,12843.0,17206.0,818.0,Gl 111,1Tau1Eri,,2.751715,-18.572563,14.2207,330.93,36.28,25.6,4.47,3.705,F5/F6V,0.481,10.131041,8.892749,-4.529443,4.2e-06,3.404e-05,-5.97e-06,0.7203973354467393,-0.3241523669589737,1.6043939131e-06,1.75890403e-07,Tau-1,1.0,Eri,1,12810,,2.8707805820246897,,,,,Eridanus
13114,13147.0,17652.0,841.0,,Bet For,,2.818169,-32.405898,52.9381,86.96,158.96,17.0,4.45,0.831,G8III,0.981,33.071703,30.064017,-28.370335,1.203e-05,4.109e-05,2.512e-05,0.7377950459472953,-0.5655896107265225,4.215939766e-07,7.70659826e-07,Bet,,For,1,13114,,40.5135220229264,,,,,Furnace
13176,13209.0,17573.0,838.0,,41    Ari,Bharani,2.833063,27.260507,50.7872,65.47,-116.59,4.0,3.61,0.081,B8Vn,-0.1,33.287607,30.498162,23.26243,1.49e-06,2.322e-05,-2.364e-05,0.7416942123157708,0.4757856031126375,3.174075167e-07,-5.6524427e-07,,41.0,Ari,1,13176,,80.83510373900673,,,,Bharani,Ram
